protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
lysozyme,1GEZ,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF0,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF3,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF4,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF5,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF6,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF7,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF8,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GF9,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFA,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFE,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFG,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFH,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFJ,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFK,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFR,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFT,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFU,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GFV,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1GWD,1,sodium,Metal/cations,high,acidic,missing,unspecified/other,1
lysozyme,1H6M,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1H87,1,sodium,Metal/cations,mid,acidic,ambient,unspecified/other,0
lysozyme,1HF4,1,sodium,Metal/cations,high,acidic,ambient,unspecified/other,1
lysozyme,1I1Z,1,sodium,Metal/cations,missing,mildly acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1I20,1,sodium,Metal/cations,missing,mildly acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1I22,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,1IEE,1,sodium,Metal/cations,low-mid,acidic,ambient,batch,1
lysozyme,1INU,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IOC,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IOQ,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,1IOR,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1IOS,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,1IOT,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1IP1,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IP2,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IP3,1,sodium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,1
lysozyme,1IP4,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IP5,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IP6,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IP7,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1IR7,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1IR8,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1IR9,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1IWT,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWU,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWV,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWW,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWX,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWY,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IWZ,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,0
lysozyme,1IX0,1,sodium,Metal/cations,missing,missing,missing,missing,1
lysozyme,1JA2,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,1JA4,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,1JA6,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,1JA7,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,1JIS,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JIT,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JIY,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JJ0,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JJ1,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JJ3,1,sodium,Metal/cations,missing,acidic,ambient,liquid diffusion,0
lysozyme,1JKA,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,1JKB,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,1JKC,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,1JKD,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,1JWR,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,1KS3,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1KW5,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1KW7,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1KXW,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1KXX,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1KXY,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1KY0,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1KY1,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1L0J,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1L0K,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1LJ3,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJ4,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJE,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJF,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJG,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJH,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJI,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJJ,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LJK,1,sodium,Metal/cations,mid,acidic,ambient,liquid diffusion,0
lysozyme,1LKR,1,sodium,Metal/cations,missing,mildly basic,missing,unspecified/other,0
lysozyme,1LPI,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,1
lysozyme,1LYO,1,sodium,Metal/cations,missing,acidic,missing,unspecified/other,0
lysozyme,1LZ8,1,sodium,Metal/cations,low-mid,acidic,missing,batch,1
lysozyme,1LZ9,1,sodium,Metal/cations,high,acidic,missing,unspecified/other,1
lysozyme,1LZN,1,sodium,Metal/cations,low-mid,acidic,missing,batch,1
lysozyme,1N4F,1,sodium,Metal/cations,mid,missing,missing,missing,1
lysozyme,1NBY,1,sodium,Metal/cations,missing,acidic,missing,vapor diffusion - hanging drop,0
lysozyme,1NBZ,1,sodium,Metal/cations,missing,acidic,missing,vapor diffusion - hanging drop,0
lysozyme,1P2L,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P2R,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P36,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P37,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,1P3N,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P46,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P64,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P6Y,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1P7S,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1PQD,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1PQI,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,1PQJ,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1PQK,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1PQM,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1PQO,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QIO,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,1
lysozyme,1QQY,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,1QS5,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QS9,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QSQ,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QSW,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QTB,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QTC,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QTD,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1QTK,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1REM,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,1RFP,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1RI8,1,sodium,Metal/cations,missing,basic,ambient,vapor diffusion - hanging drop,0
lysozyme,1RJC,1,sodium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
lysozyme,1SF4,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SF7,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SFB,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SFG,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SWY,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SWZ,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SX2,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1SX7,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1T3P,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,1T6H,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,1T8A,1,sodium,Metal/cations,high,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,1UAC,1,sodium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
lysozyme,1UBZ,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - sitting drop,0
lysozyme,1UC0,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - sitting drop,0
lysozyme,1UIA,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UIB,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UIC,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UID,1,sodium,Metal/cations,high,acidic,missing,unspecified/other,0
lysozyme,1UIE,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UIF,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UIG,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1UIH,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
lysozyme,1V7S,1,sodium,Metal/cations,missing,acidic,warm,evaporation,0
lysozyme,1V7T,1,sodium,Metal/cations,missing,acidic,warm,unspecified/other,1
lysozyme,1VAT,1,sodium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
lysozyme,1VAU,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,1
lysozyme,1W08,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,1W6Z,1,sodium,Metal/cations,mid,acidic,missing,vapor diffusion - hanging drop,0
lysozyme,1WQM,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WQN,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WQO,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WQP,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WQQ,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WQR,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,1WTM,1,sodium,Metal/cations,missing,acidic,warm,unspecified/other,0
lysozyme,1WTN,1,sodium,Metal/cations,missing,acidic,warm,unspecified/other,0
lysozyme,1XFP,1,sodium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
lysozyme,1XFT,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1XJT,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1XJU,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - unspecified,0
lysozyme,1XS0,1,sodium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
lysozyme,1YIK,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - unspecified,1
lysozyme,1YIL,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - unspecified,1
lysozyme,1YKX,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1YKY,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1YKZ,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1YL0,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1YL1,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1Z55,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,1ZMY,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1ZUR,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1ZVY,1,sodium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
lysozyme,1ZWN,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,1ZYT,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,220L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,222L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,223L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,225L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,226L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,227L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,228L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,229L,1,sodium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,230L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,231L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,232L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,23SI,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - hanging drop,0
lysozyme,252L,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,257L,1,sodium,Metal/cations,mid,mildly basic,missing,unspecified/other,0
lysozyme,2A4T,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,2BLX,1,sodium,Metal/cations,high,missing,missing,unspecified/other,0
lysozyme,2BLY,1,sodium,Metal/cations,high,missing,missing,unspecified/other,0
lysozyme,2BQA,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQB,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQC,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQD,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQE,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQF,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQG,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,2BQH,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,2BQI,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,2BQJ,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQK,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,2BQL,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQM,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
lysozyme,2BQN,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2BQO,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
lysozyme,2CUU,1,sodium,Metal/cations,missing,missing,missing,missing,0
lysozyme,2D4I,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
lysozyme,2D4K,1,sodium,Metal/cations,missing,mildly basic,warm,batch,1
lysozyme,2D91,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
lysozyme,2DQA,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
lysozyme,2DQF,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - sitting drop,0
lysozyme,2F2N,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
lysozyme,2F2Q,1,sodium,Metal/cations,very high,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,2F30,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
lysozyme,2F32,1,sodium,Metal/cations,high,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,2F47,1,sodium,Metal/cations,high,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,2F4A,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
lysozyme,2F4G,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
lysozyme,2FBB,1,sodium,Metal/cations,missing,mildly basic,ambient,batch,1
lysozyme,2H5Z,1,sodium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
lysozyme,2H9J,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - unspecified,1
lysozyme,2H9K,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
lysozyme,2HS7,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,2HS9,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,2HSO,1,sodium,Metal/cations,high,missing,missing,missing,0
lysozyme,2HTX,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,2HU1,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,2HU3,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
lysozyme,2HUB,1,sodium,Metal/cations,high,missing,missing,missing,1
lysozyme,2HUL,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
lysozyme,2I6Z,1,sodium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
lysozyme,2IGC,1,sodium,Metal/cations,mid,missing,missing,missing,0
lysozyme,2LYO,1,sodium,Metal/cations,missing,acidic,missing,unspecified/other,0
